City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Balkhash,KZ,46.844,74.9804,62.71,30,67,15.48,broken clouds
349,Belmonte,BR,-15.8631,-38.8828,70.39,83,97,11.45,overcast clouds
350,Simao,CN,22.7886,100.9748,65.17,78,77,2.13,broken clouds
351,Muros,ES,42.7762,-9.0603,66.09,87,88,4.34,overcast clouds
352,Moose Factory,CA,51.2585,-80.6094,64.4,68,0,5.75,haze
353,Baculin,PH,7.4525,126.5842,83.08,69,99,0.85,overcast clouds
354,Birao,CF,10.2849,22.7882,70.38,97,100,10.92,moderate rain
355,Teguise,ES,29.0605,-13.564,70.02,78,20,16.11,few clouds
356,Mogzon,RU,51.7435,111.9606,52.48,78,60,2.37,broken clouds
357,Burkburnett,US,34.0979,-98.5706,93.88,34,20,13.8,few clouds
358,Bastia,FR,42.6667,9.3333,72.3,92,75,3.44,broken clouds
359,Aykhal,RU,66.0,111.5,36.84,82,18,10.16,few clouds
360,Bunia,CD,1.5667,30.25,62.31,92,70,3.31,broken clouds
361,Santiago,CL,-33.4569,-70.6483,54.86,61,75,10.36,broken clouds
362,Curico,CL,-34.9833,-71.2333,46.74,100,100,4.61,overcast clouds
363,El Cope,PA,8.6167,-80.6,70.21,93,100,0.87,overcast clouds
364,Chany,RU,55.3121,76.7647,44.33,81,12,15.57,few clouds
365,Port-Gentil,GA,-0.7193,8.7815,76.96,83,75,13.8,broken clouds
366,Dingle,PH,10.9995,122.6711,81.16,84,69,4.32,broken clouds
367,Takhatgarh,IN,25.3333,73.0,82.53,63,20,3.33,few clouds
368,Pleasant Grove,US,40.3641,-111.7385,102.34,13,40,1.99,scattered clouds
369,Dauriya,RU,49.9333,116.8667,57.92,61,64,3.51,broken clouds
370,Henties Bay,NA,-22.116,14.2845,56.3,85,0,5.17,clear sky
371,Evansville,US,37.9748,-87.5558,80.65,63,40,4.61,scattered clouds
372,Khandyga,RU,62.6667,135.6,45.41,98,100,4.99,light rain
373,Sorong,ID,-0.8833,131.25,79.93,82,82,5.84,broken clouds
374,Cuenca,EC,-2.8833,-78.9833,64.53,42,40,9.22,scattered clouds
375,Hailey,US,43.5196,-114.3153,96.89,17,20,18.99,few clouds
376,Akyab,MM,20.15,92.9,80.89,85,96,4.94,overcast clouds
377,Imeni Poliny Osipenko,RU,52.4201,136.4853,61.57,63,75,11.03,broken clouds
378,Kosa,RU,59.9445,54.9977,43.32,96,100,1.01,light rain
379,Richards Bay,ZA,-28.783,32.0377,64.76,76,0,13.33,clear sky
380,Sagua La Grande,CU,22.8067,-80.0756,85.19,75,70,6.6,broken clouds
381,Port Hedland,AU,-20.3167,118.5667,66.25,63,5,5.75,clear sky
382,Porto Velho,BR,-8.7619,-63.9039,82.45,69,58,2.3,smoke
383,Luderitz,NA,-26.6481,15.1594,57.4,77,0,10.4,clear sky
384,Puerto Rondon,CO,6.2805,-71.1,74.77,87,38,4.68,moderate rain
385,Uarini,BR,-2.99,-65.1083,78.55,74,47,1.3,scattered clouds
386,Rehoboth,NA,-23.3167,17.0833,62.78,23,2,2.57,clear sky
387,Saint-Joseph,RE,-21.3667,55.6167,68.38,76,24,8.14,few clouds
388,Yar-Sale,RU,66.8333,70.8333,30.4,88,59,8.7,broken clouds
389,Kaliua,TZ,-5.0606,31.7936,67.82,69,68,3.13,broken clouds
390,Sishui,CN,35.6489,117.2758,71.53,61,68,1.23,broken clouds
391,Gambela,ET,8.25,34.5833,69.48,94,98,2.37,overcast clouds
392,Hilo,US,19.7297,-155.09,88.29,73,40,8.05,scattered clouds
393,Denpasar,ID,-8.65,115.2167,78.46,94,40,1.14,scattered clouds
394,Ponta Delgada,PT,37.7333,-25.6667,79.5,94,40,8.05,scattered clouds
395,Sosnovo-Ozerskoye,RU,52.5249,111.5418,51.87,71,81,3.67,broken clouds
396,Coro,VE,11.4045,-69.6734,83.05,74,75,8.41,broken clouds
397,Senador Jose Porfirio,BR,-2.5908,-51.9542,76.77,85,72,7.31,broken clouds
398,Lekoni,GA,-1.5843,14.2591,75.43,75,15,9.82,few clouds
399,Harer,ET,9.3094,42.1258,58.73,90,14,6.69,light rain
400,Ambilobe,MG,-13.2,49.05,63.23,80,9,4.09,clear sky
401,Dolores,AR,-36.3132,-57.6792,57.27,69,19,9.04,few clouds
402,Lhokseumawe,ID,5.1801,97.1507,77.52,80,100,4.05,moderate rain
403,Churhat,IN,24.428,81.6703,79.12,80,99,3.33,overcast clouds
404,Tornio,FI,65.8481,24.1466,30.22,71,77,2.24,broken clouds
405,Sakakah,SA,29.9697,40.2064,83.77,23,0,8.59,clear sky
406,Lingyuan,CN,41.24,119.4011,72.59,36,0,3.4,clear sky
407,Eden,US,36.4885,-79.7667,79.92,69,40,3.44,scattered clouds
408,Umba,RU,66.6871,34.3429,40.37,79,100,4.43,overcast clouds
409,Shimoda,JP,34.6667,138.95,77.36,88,100,9.19,moderate rain
410,Pereyaslovskaya,RU,45.8412,39.0238,51.85,42,1,4.7,clear sky
411,Oristano,IT,39.9,8.6,75.02,83,34,4.29,scattered clouds
412,Bodden Town,KY,19.2833,-81.25,86.0,74,40,0.0,scattered clouds
413,Chikwawa,MW,-16.0335,34.8009,68.68,63,24,5.1,few clouds
414,Aksehir,TR,38.3575,31.4164,57.34,40,0,4.76,clear sky
415,Kudymkar,RU,59.0173,54.656,44.02,95,100,3.18,overcast clouds
416,Paris,FR,48.8534,2.3488,61.57,93,100,9.22,overcast clouds
417,Paungde,MM,18.4833,95.5,75.72,95,32,2.8,scattered clouds
418,Alyangula,AU,-13.8483,136.4192,78.67,78,40,6.91,scattered clouds
419,Polyarnyy,RU,69.1989,33.4478,42.08,76,100,10.71,overcast clouds
420,Katobu,ID,-4.9408,122.5276,79.75,77,65,5.17,broken clouds
421,Kysyl-Syr,RU,63.8986,122.7617,44.26,81,71,7.43,broken clouds
422,Bredy,RU,52.4153,60.3411,42.73,71,19,7.27,few clouds
423,Seydi,TM,39.4816,62.9137,71.38,23,0,11.63,clear sky
424,Kropotkin,RU,45.4375,40.5756,52.09,42,26,5.61,scattered clouds
425,Vidim,RU,56.4088,103.1106,55.58,82,100,9.86,overcast clouds
426,Ginda,IN,30.6945,78.4932,61.59,81,0,4.88,clear sky
427,Barcelona,ES,41.3888,2.159,81.72,84,20,4.61,light rain
428,Marsaxlokk,MT,35.8419,14.5431,80.08,83,20,4.61,few clouds
429,Guatire,VE,10.4762,-66.5427,74.43,88,79,2.95,broken clouds
430,Guiratinga,BR,-16.3494,-53.7583,82.24,24,28,5.59,scattered clouds
431,Tumaco,CO,1.7986,-78.8156,76.89,83,50,10.33,scattered clouds
432,Bud,US,39.447,-86.1758,77.2,65,34,3.18,scattered clouds
433,Sao Joao Do Piaui,BR,-8.3581,-42.2467,76.96,36,53,4.41,broken clouds
434,Sumbuya,SL,7.6467,-11.9611,71.82,99,100,2.71,light rain
435,Timra,SE,62.487,17.3257,51.67,87,75,2.3,broken clouds
436,Bima,ID,-8.4667,118.7167,80.33,77,24,4.16,few clouds
437,Capoterra,IT,39.1763,8.9718,78.55,82,20,4.61,few clouds
438,Raudeberg,NO,61.9875,5.1352,54.27,65,69,9.4,broken clouds
439,Huarmey,PE,-10.0681,-78.1522,61.38,82,42,10.47,scattered clouds
440,Suleja,NG,9.1758,7.1808,69.89,98,100,0.36,light rain
441,Mutare,ZW,-18.9707,32.6709,51.51,94,2,2.8,clear sky
442,Araouane,ML,18.9048,-3.5265,89.69,34,99,1.41,overcast clouds
443,Nianzishan,CN,47.5167,122.8833,69.48,51,66,5.46,broken clouds
444,Proti,GR,40.95,24.0,68.85,62,1,1.7,clear sky
445,Longyearbyen,SJ,78.2186,15.6401,40.84,93,75,4.61,broken clouds
446,Hualmay,PE,-11.0964,-77.6139,60.91,79,37,10.67,scattered clouds
447,Wanning,CN,18.8003,110.3967,79.68,88,100,7.11,moderate rain
448,Eyl,SO,7.9803,49.8164,76.8,71,39,20.54,scattered clouds
449,Freeport,US,40.6576,-73.5832,73.36,73,100,10.36,overcast clouds
450,Vondrozo,MG,-22.8167,47.2833,60.62,89,92,0.83,light rain
451,Port Alberni,CA,49.2413,-124.8028,79.88,34,2,10.0,clear sky
452,Luwuk,ID,-0.9516,122.7875,80.35,82,85,2.93,overcast clouds
453,Sayyan,YE,15.1718,44.3244,65.62,28,71,10.56,broken clouds
454,Saint-Francois,FR,46.4154,3.9054,60.24,94,40,3.44,scattered clouds
455,Batagay,RU,67.6333,134.6333,43.9,87,100,13.13,light rain
456,Maidstone,GB,51.2667,0.5167,60.67,78,100,1.99,moderate rain
457,Hinton,CA,53.4001,-117.5857,65.12,24,78,13.87,broken clouds
458,Coruripe,BR,-10.1256,-36.1756,72.1,72,0,10.69,clear sky
459,Torfyanoy,RU,58.4916,49.1979,44.65,98,100,1.7,overcast clouds
460,Warrington,GB,53.3925,-2.5802,60.33,93,40,9.22,scattered clouds
461,Hope,US,33.6671,-93.5916,87.85,65,35,4.81,scattered clouds
462,Nago,JP,26.5881,127.9761,82.83,79,45,11.18,scattered clouds
463,Mecca,SA,21.4267,39.8261,85.46,43,2,6.26,clear sky
464,Gat,IL,31.61,34.7642,75.88,78,0,3.33,clear sky
465,Garowe,SO,8.4054,48.4845,73.72,64,10,26.02,clear sky
466,La Mata,PA,8.0833,-80.8833,75.96,91,100,6.11,overcast clouds
467,San Patricio,US,28.017,-97.5169,87.89,63,84,10.8,broken clouds
468,Mount Isa,AU,-20.7333,139.5,82.17,36,46,8.05,scattered clouds
469,Kirundo,BI,-2.5833,30.1667,62.76,94,100,2.1,overcast clouds
470,Longhua,CN,23.6137,114.1919,80.71,83,74,1.66,broken clouds
471,Votkinsk,RU,57.0486,53.9872,46.78,94,100,6.62,overcast clouds
472,Woodway,US,31.506,-97.205,93.36,50,0,8.05,clear sky
473,Hamilton,US,39.1834,-84.5333,77.85,69,20,8.05,few clouds
474,Tukrah,LY,32.5341,20.5791,76.68,61,0,16.4,clear sky
475,San Martin,AR,-33.081,-68.4681,70.34,19,73,25.23,broken clouds
476,Bria,CF,6.5423,21.9863,70.7,97,100,3.11,light rain
477,Kloulklubed,PW,7.0419,134.2556,77.5,71,99,4.85,overcast clouds
478,Swan River,CA,52.1058,-101.2676,82.29,32,18,10.36,few clouds
479,Iquique,CL,-20.2208,-70.1431,57.24,72,25,3.22,scattered clouds
480,Vardo,NO,70.3705,31.1107,44.58,81,100,11.5,overcast clouds
481,Laval,CA,45.57,-73.692,72.91,64,20,5.75,few clouds
482,Zaysan,KZ,47.4667,84.8667,65.79,26,0,2.1,clear sky
483,Hobyo,SO,5.3505,48.5268,75.13,87,63,23.8,broken clouds
484,Kidal,ML,18.4411,1.4078,91.8,20,17,7.74,few clouds
485,Windsor,CA,42.3001,-83.0165,77.29,63,0,8.05,clear sky
486,Oistins,BB,13.0667,-59.5333,82.49,78,40,6.91,scattered clouds
487,Maraba,BR,-5.3686,-49.1178,84.38,58,0,4.61,clear sky
488,Prince Albert,CA,53.2001,-105.7677,82.35,36,100,6.91,overcast clouds
489,Knysna,ZA,-34.0363,23.0471,54.27,64,0,3.65,clear sky
490,Rosita,NI,13.9268,-84.4032,76.46,95,83,1.72,broken clouds
491,Ketchikan,US,55.3422,-131.6461,63.07,67,75,5.75,broken clouds
492,Comodoro Rivadavia,AR,-45.8667,-67.5,35.46,93,100,4.61,light rain
493,Sainte-Rose,GP,16.3324,-61.6979,78.84,89,100,2.3,overcast clouds
494,Lakselv,NO,70.0513,24.9718,46.22,81,100,3.44,overcast clouds
495,Antigonish,CA,45.6169,-61.9986,62.82,80,22,2.71,few clouds
496,Alice Springs,AU,-23.7,133.8833,62.15,26,0,1.14,clear sky
497,Finnsnes,NO,69.2296,17.9811,40.75,88,92,2.57,overcast clouds
498,Aragats,AM,40.4889,44.3528,47.77,89,37,2.06,scattered clouds
499,Mashivka,UA,49.4431,34.8669,46.13,60,8,6.69,clear sky
500,Lamu,KE,-2.2717,40.902,75.42,82,13,15.39,few clouds
501,Jian,CN,27.1172,114.9793,76.26,66,97,1.5,overcast clouds
502,Marsh Harbour,BS,26.5412,-77.0636,83.89,69,29,5.86,scattered clouds
503,Kodinsk,RU,58.6881,99.1844,53.29,97,100,4.34,overcast clouds
504,Mana,GF,5.6592,-53.7767,78.37,86,13,10.31,few clouds
505,Nagato,JP,34.3833,131.2,76.14,69,100,16.37,overcast clouds
506,Calamar,CO,10.2511,-74.9146,79.39,85,100,7.27,overcast clouds
507,Iracoubo,GF,5.4802,-53.2011,78.89,85,53,11.21,broken clouds
508,Saint-Leu,RE,-21.15,55.2833,69.31,69,69,6.69,broken clouds
509,Nyrob,RU,60.733,56.7202,39.96,99,98,3.36,overcast clouds
510,Sivas,TR,39.7916,37.0019,43.79,91,0,3.62,clear sky
511,Mandalgovi,MN,45.7625,106.2708,64.38,33,3,4.21,clear sky
512,Isla Mujeres,MX,21.2311,-86.731,82.17,74,10,5.79,clear sky
513,Sur,OM,22.5667,59.5289,79.0,70,0,8.68,clear sky
514,Kungurtug,RU,50.5994,97.5228,54.64,41,2,2.82,clear sky
515,Pedasi,PA,7.5333,-80.0333,79.07,87,82,7.76,broken clouds
516,Svetlaya,RU,46.5389,138.3297,66.88,56,0,10.51,clear sky
517,Aasiaat,GL,68.7098,-52.8699,36.46,92,100,6.31,overcast clouds
518,Necochea,AR,-38.5473,-58.7368,59.79,61,92,8.59,overcast clouds
519,Soyo,AO,-6.1349,12.3689,73.29,91,44,8.12,scattered clouds
520,Bandarbeyla,SO,9.4942,50.8122,76.73,76,9,24.65,clear sky
521,Jiujiang,CN,29.7333,115.9833,77.09,61,100,6.64,overcast clouds
522,Tanda,IN,26.55,82.65,80.17,81,23,6.02,few clouds
523,Stratford,US,41.1845,-73.1332,71.55,71,100,9.22,overcast clouds
524,Canico,PT,32.6333,-16.85,72.72,85,20,3.44,few clouds
525,Kanniyakumari,IN,8.0833,77.5667,77.43,86,100,18.5,overcast clouds
526,Ternate,ID,0.8,127.4,81.25,76,84,2.46,broken clouds
527,Silvassa,IN,20.2667,73.0167,76.59,95,100,4.34,overcast clouds
528,Abastumani,GE,41.7075,42.8457,41.09,82,18,1.97,few clouds
529,Deputatskiy,RU,69.3,139.9,37.85,94,100,7.72,light rain
530,Rio De Janeiro,BR,-22.9028,-43.2075,71.94,67,0,6.91,clear sky
531,Xichang,CN,27.8964,102.2634,62.89,92,100,1.63,light rain
532,Catuday,PH,16.2923,119.8062,81.55,80,79,5.08,broken clouds
533,Asosa,ET,10.0667,34.5333,60.64,95,100,2.57,light rain
534,Malia,GR,35.2833,25.4667,74.82,75,21,13.47,few clouds
535,Diego De Almagro,CL,-26.3667,-70.05,55.36,48,71,4.38,broken clouds
536,Tsaratanana,MG,-16.7833,47.65,61.54,74,0,7.92,clear sky
537,Basco,PH,20.4487,121.9702,82.92,75,100,20.22,overcast clouds
538,Prieska,ZA,-29.6641,22.7474,59.72,13,0,2.89,clear sky
539,Pontiac,US,42.6389,-83.2911,75.96,54,20,8.05,few clouds
540,Saint-Pierre,RE,-21.3393,55.4781,69.91,64,100,5.75,overcast clouds
541,Gillette,US,44.2911,-105.5022,100.11,9,0,10.0,clear sky
542,Balykshi,KZ,47.0667,51.8667,48.2,53,0,4.47,clear sky
543,Anzio,IT,41.4853,12.6179,77.0,84,83,10.56,broken clouds
544,Abu Kamal,SY,34.4506,40.9171,85.15,34,0,5.91,clear sky
545,Igurubi,TZ,-4.0,33.7,69.87,53,83,7.58,broken clouds
546,Salima,MW,-13.7804,34.4587,72.57,55,47,11.54,scattered clouds
547,Kalaleh,IR,37.3807,55.4916,74.77,84,17,3.53,few clouds
548,Novo Aripuana,BR,-5.1206,-60.3797,83.19,54,63,2.77,broken clouds
549,Kota Kinabalu,MY,5.9749,116.0724,78.78,83,20,3.44,few clouds
550,Kiruna,SE,67.8557,20.2251,41.92,87,100,4.61,overcast clouds
551,Kununurra,AU,-15.7667,128.7333,78.78,73,3,2.3,clear sky
552,Moa,CU,20.6569,-74.9403,79.95,81,15,3.89,few clouds
553,Codrington,AU,-38.2667,141.9667,56.14,93,100,17.45,moderate rain
554,Nzega,RW,-2.479,29.5564,56.86,91,100,3.06,overcast clouds
555,Sindou,BF,10.6667,-5.1667,72.37,96,56,3.27,broken clouds
556,Fargo,US,46.8772,-96.7898,84.18,54,0,12.66,clear sky
557,Karlstad,SE,59.3793,13.5036,50.56,76,39,5.75,scattered clouds
558,Ostrovnoy,RU,68.0531,39.5131,42.35,86,100,18.01,light rain
559,Lintgen,LU,49.7158,6.1336,61.68,86,0,5.75,clear sky
560,Novyy Urengoy,RU,66.0833,76.6333,31.32,92,68,11.41,broken clouds
561,Nhamunda,BR,-2.1861,-56.7131,80.49,61,67,2.19,broken clouds
562,Rio Branco,BR,-9.9747,-67.81,88.41,40,12,2.3,smoke
563,Syamzha,RU,60.0158,41.0614,38.53,95,100,8.95,overcast clouds
564,Mocorito,MX,25.4833,-107.9167,81.27,73,100,5.48,overcast clouds
565,Taltal,CL,-25.4,-70.4833,55.58,79,40,2.73,scattered clouds
566,Tamiahua,MX,21.2667,-97.45,81.28,80,68,7.43,broken clouds
567,General Roca,AR,-39.0333,-67.5833,55.62,25,22,22.48,few clouds
568,San Carlos,VE,9.6612,-68.5827,74.52,92,93,2.08,overcast clouds
569,Tongren,CN,27.7172,109.1853,78.22,56,73,2.46,broken clouds
570,Sitka,US,57.0531,-135.33,62.49,59,75,10.36,broken clouds
571,Littlehampton,GB,50.8069,-0.5378,64.13,86,100,13.31,overcast clouds
572,Bubaque,GW,11.2833,-15.8333,80.91,81,100,7.38,light rain
573,Korla,CN,41.7597,86.1469,75.67,20,0,5.19,clear sky
574,Mayahi,NE,13.9553,7.6712,80.1,61,93,4.03,overcast clouds
575,Wageningen,NL,51.9667,5.6667,66.11,85,100,2.3,overcast clouds
576,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,86.32,27,30,2.46,scattered clouds
577,Santa Marta,CO,11.2408,-74.199,80.65,89,100,14.97,overcast clouds
578,Gibara,CU,21.1097,-76.1317,81.05,76,4,7.99,clear sky
579,Mayo,US,38.8876,-76.5119,71.08,94,100,5.01,overcast clouds
580,Dauphin,CA,51.1494,-100.0502,82.54,30,0,10.36,clear sky
581,Pilani,IN,28.3684,75.6041,84.31,54,4,5.14,clear sky
582,Ivoti,BR,-29.5911,-51.1606,67.96,90,6,3.65,clear sky
583,Marechal Candido Rondon,BR,-24.5561,-54.0567,66.58,83,14,7.18,few clouds
584,Carutapera,BR,-1.195,-46.02,77.2,85,99,7.11,overcast clouds
585,Vojens,DK,55.2464,9.306,62.17,77,75,11.5,broken clouds
586,San Francisco Del Mar,MX,16.2333,-94.65,84.43,76,93,13.85,overcast clouds
587,Lashio,MM,22.9333,97.75,66.6,85,92,2.15,overcast clouds
588,Totness,SR,5.8833,-56.3167,80.53,83,9,12.41,clear sky
589,Kargasok,RU,59.0556,80.8572,41.61,97,100,25.52,moderate rain
590,Sungai Besar,MY,3.6746,100.9867,77.43,87,100,3.96,overcast clouds
591,Krasnokamensk,RU,50.0979,118.0369,57.76,63,34,4.36,scattered clouds
592,Glenwood Springs,US,39.5505,-107.3248,95.07,15,0,0.0,clear sky
593,Akhnur,IN,32.8667,74.7333,81.18,75,0,2.62,clear sky
594,Oeiras,BR,-7.0253,-42.1311,79.27,34,44,6.15,scattered clouds
595,Kinkala,CG,-4.3614,14.7644,73.51,75,27,6.85,scattered clouds
596,Tignere,CM,7.3667,12.65,64.58,96,93,1.01,light rain
597,Saquena,PE,-4.6667,-73.5167,81.41,59,68,2.89,broken clouds
598,Harindanga,IN,22.0383,88.3214,81.64,85,100,6.17,light rain
599,Ust-Kuyga,RU,70.0167,135.6,45.88,69,100,11.5,overcast clouds
600,Aioi,JP,34.8036,134.4681,81.36,59,89,4.03,overcast clouds
601,Asfi,MA,32.2994,-9.2372,69.1,79,14,14.56,few clouds
602,Buenos Aires,AR,-34.6132,-58.3772,66.97,74,0,3.44,clear sky
603,Myitkyina,MM,25.3833,97.4,73.87,94,100,2.33,overcast clouds
604,Verkhoyansk,RU,67.5447,133.385,46.47,70,100,14.43,light rain
605,Goderich,CA,43.7501,-81.7165,68.92,77,0,9.22,clear sky
606,Bar Harbor,US,44.3876,-68.2039,61.27,80,10,1.01,clear sky
607,Bac Lieu,VN,9.285,105.7244,76.62,89,100,8.61,overcast clouds
608,Shieli,KZ,44.1667,66.75,66.49,21,93,17.58,overcast clouds
609,Tahoua,NE,14.8888,5.2692,79.88,69,72,11.52,broken clouds
610,Ferme-Neuve,CA,46.7001,-75.4493,61.18,72,0,1.52,clear sky
611,Thiruvananthapuram,IN,8.4833,76.9167,76.98,88,40,5.75,light rain
612,Gravdal,NO,68.1214,13.5031,48.61,74,58,8.43,broken clouds
613,Cheney,US,47.4874,-117.5758,88.12,24,0,17.27,clear sky
614,Anshun,CN,26.25,105.9333,66.18,65,74,2.21,broken clouds
615,Liverpool,GB,53.4106,-2.9779,60.15,92,40,9.22,scattered clouds
616,Oktyabrskiy,RU,54.4815,53.471,46.8,66,100,6.51,overcast clouds
617,Muhos,FI,64.808,25.9931,40.78,77,71,2.39,broken clouds
618,Mehamn,NO,71.0357,27.8492,48.15,87,100,13.8,drizzle rain
619,Andros Town,BS,24.7,-77.7667,84.34,68,40,7.7,scattered clouds
620,Jega,NG,12.2175,4.3792,74.57,90,99,1.66,overcast clouds
621,Jacqueville,CI,5.2052,-4.4146,73.78,91,21,9.6,few clouds
622,Ouadda,CF,8.0777,22.4007,68.27,95,99,3.06,overcast clouds
623,Kearney,US,40.6995,-99.0815,87.71,40,0,18.41,clear sky
624,Vieux-Habitants,GP,16.0589,-61.7659,78.37,77,100,5.1,overcast clouds
625,Kholm-Zhirkovskiy,RU,55.5189,33.4731,42.89,91,59,5.77,broken clouds
626,Carballo,ES,43.213,-8.691,65.89,88,78,3.85,broken clouds
627,Winneba,GH,5.3511,-0.6231,74.35,92,14,10.51,few clouds
628,Tarakan,ID,3.3,117.6333,78.04,84,84,5.41,broken clouds
629,Gazanjyk,TM,39.2446,55.5154,74.1,34,93,9.64,overcast clouds
630,Adjumani,UG,3.3779,31.7909,65.53,94,91,2.21,light rain
631,Devils Lake,US,48.1128,-98.8651,82.38,57,0,17.27,clear sky
632,Sao Luis,BR,-2.5297,-44.3028,82.6,78,0,9.22,clear sky
633,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.41,36,68,2.3,broken clouds
634,Gamboula,CF,4.1178,15.1393,68.0,98,83,3.69,broken clouds
635,Andenes,NO,69.3143,16.1194,46.38,87,100,3.44,overcast clouds
636,Bezhanitsy,RU,56.9767,29.8907,39.45,96,72,3.96,broken clouds
637,Coquimbo,CL,-29.9533,-71.3436,53.33,76,40,5.75,scattered clouds
638,Mopti,ML,14.6667,-4.0,79.95,62,36,5.39,scattered clouds
639,Bonthe,SL,7.5264,-12.505,76.03,87,99,9.53,light rain
640,Poltavka,RU,54.3663,71.7632,44.11,81,9,11.32,clear sky
641,Gornopravdinsk,RU,60.05,69.9,40.95,98,100,4.54,overcast clouds
642,Wawa,NG,9.9022,4.4192,71.38,94,58,2.17,broken clouds
643,Lagos,NG,6.5833,3.75,79.12,91,93,5.79,overcast clouds
644,Andrelandia,BR,-21.7397,-44.3092,58.78,51,1,6.91,clear sky
645,Aranos,NA,-24.1333,19.1167,63.79,29,6,9.46,clear sky
646,Penzance,GB,50.1186,-5.5371,61.48,89,87,23.35,overcast clouds
647,Labuan,MY,5.2767,115.2417,77.36,94,40,2.3,scattered clouds
648,Afyonkarahisar,TR,38.75,30.6667,55.35,51,0,3.96,clear sky
649,Nabire,ID,-3.3667,135.4833,83.43,70,95,1.16,overcast clouds
650,Santo Amaro Da Imperatriz,BR,-27.6881,-48.7786,66.79,100,100,2.3,overcast clouds
651,Coahuayana,MX,18.7333,-103.6833,84.38,71,72,5.3,broken clouds
652,Phan Thiet,VN,10.9333,108.1,76.96,89,100,6.46,overcast clouds
653,Swellendam,ZA,-34.0226,20.4417,48.27,92,2,1.28,clear sky
654,Pozo Colorado,PY,-23.4923,-58.7972,78.84,37,5,6.51,clear sky
655,General Pico,AR,-35.6566,-63.7568,63.43,28,53,21.27,broken clouds
656,Syracuse,IT,37.0881,15.2792,78.39,73,2,2.46,clear sky
657,Kavaratti,IN,10.5669,72.642,79.59,82,100,26.93,overcast clouds
658,Nadym,RU,65.5333,72.5167,30.61,87,28,9.75,scattered clouds
659,Garmsar,IR,35.2182,52.3409,79.66,31,2,9.44,clear sky
660,Trinidad,BO,-14.8333,-64.9,82.38,51,0,0.0,smoke
661,Karaj,IR,35.8355,51.0103,75.72,28,0,9.22,clear sky
662,Sulangan,PH,11.1373,123.7228,83.16,75,70,4.7,broken clouds
663,Progreso,MX,21.2833,-89.6667,84.11,79,59,5.08,broken clouds
664,Kamir,PK,30.4333,73.05,83.8,58,2,4.9,clear sky
665,Surt,LY,31.2089,16.5887,79.0,67,0,10.31,clear sky
666,Banda Aceh,ID,5.5577,95.3222,79.23,76,100,12.19,overcast clouds
667,Fallon,US,39.4735,-118.7774,102.07,8,40,0.0,scattered clouds
668,Zaraza,VE,9.3503,-65.3245,76.51,89,100,2.77,overcast clouds
669,Diamantino,BR,-14.4086,-56.4461,89.33,26,36,4.68,scattered clouds
670,Nandgaon,IN,20.3167,74.65,76.37,85,100,3.89,overcast clouds
671,Namibe,AO,-15.1961,12.1522,64.81,93,38,3.67,scattered clouds
672,Karpogory,RU,64.0019,44.4451,34.66,98,92,4.88,overcast clouds
673,Serenje,ZM,-13.2325,30.2352,59.47,61,1,9.55,clear sky
674,Dicabisagan,PH,17.0818,122.4157,84.36,74,81,3.62,broken clouds
675,Angoche,MZ,-16.2325,39.9086,72.21,74,0,10.54,clear sky
676,Derbent,RU,42.0678,48.2899,62.6,87,100,6.71,light rain
677,Miraflores,MX,19.2167,-98.8083,63.25,87,93,0.11,overcast clouds
678,Matara,LK,5.9485,80.5353,76.53,90,100,10.29,moderate rain
679,Manadhoo,MV,5.7667,73.3833,80.87,81,100,15.52,overcast clouds
680,Nhulunbuy,AU,-12.2333,136.7667,84.81,70,20,11.5,few clouds
681,Cabiraoan,PH,18.3238,122.086,83.71,75,25,2.19,light rain
682,Balabac,PH,7.9868,117.0645,82.92,72,70,3.0,broken clouds
683,Aksu,CN,41.1231,80.2644,70.77,21,0,1.97,clear sky
684,Matagami,CA,49.7502,-77.6328,69.91,49,0,9.22,clear sky
685,Touba,CI,8.2833,-7.6833,68.63,98,88,8.66,moderate rain
686,Sijunjung,ID,-0.6876,100.9537,71.76,88,100,1.19,overcast clouds
687,Churapcha,RU,62.0025,132.4325,43.02,85,100,15.48,light rain
688,Dabakala,CI,8.3667,-4.4333,71.55,93,6,3.96,clear sky
689,Obzor,BG,42.8167,27.8833,62.82,66,2,7.49,clear sky
690,San Juan Tepa,MX,20.2167,-99.0667,66.54,72,75,9.26,broken clouds
691,Tananger,NO,58.9333,5.6,60.91,64,40,6.91,scattered clouds
692,Mantua,IT,45.1667,10.7833,76.24,76,88,6.91,overcast clouds
693,Ilhabela,BR,-23.7781,-45.3581,66.13,87,16,1.95,few clouds
694,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,72,86,19.13,overcast clouds
695,Yulara,AU,-25.2406,130.9889,60.78,35,0,13.69,clear sky
696,Chake Chake,TZ,-5.2459,39.7666,71.06,87,1,7.56,clear sky
697,Naryan-Mar,RU,67.6713,53.087,36.1,91,96,6.15,overcast clouds
698,Thinadhoo,MV,0.5333,72.9333,82.44,70,100,15.19,overcast clouds
699,Brunico,IT,46.7958,11.9364,65.08,98,77,2.57,broken clouds
